AREAKEY,YEAR,TRCTPOP8,SHR8D,SHRWHT8,SHRBLK8,SHRAMI8N,SHRAPI8N,SHROTH8N,SHRHSP8,NUMHHS8,SMHSE8,LCLMV8,EDUC168,EDUCPP8,UNEMPRT8,WELFARE8,FAVINC8D,AVHHIN8N,AVHHIN8,FEM198A,FEM248,FEM298,FEM348,FEM748,FEM758,MEN198A,MEN248,MEN298,MEN348,MEN748,MEN758,TOTHSUN8,VACHU8,RNTOCC8,OWNOCC8,TTUNIT58,AGGVAL8,M35PI108,M35PI208,M35PIX8,MDGRENT8,R35PI108,R35PI208,R35PIX8
44007011800,1990,5877,5877,0.951676,0.026714,12,82,34,0.026884,2303,0.67672,0.224309,614,4101,0.072771,0.058185,1623,77316216,33571.95658,46,256,245,328,299,205,98,254,231,330,257,119,2436,125,891,1421,520,151219582,81,60,67,522,110,161,24
44007011901,1990,2685,2685,0.98324,0.003352,0,24,11,0.026071,1121,0.57736,0.294164,455,1938,0.046411,0.035682,747,58051598,51785.54683,38,109,108,140,149,102,26,113,130,105,120,55,1224,93,401,729,339,84656262,33,14,58,593,39,39,9
44007011902,1990,5208,5208,0.982911,0.003648,0,47,21,0.026306,2175,0.577459,0.294284,883,3759,0.046601,0.035862,1448,112564390,51753.74253,74,212,211,272,290,199,51,220,253,204,233,107,2373,181,778,1413,658,164151907,65,28,113,593,76,76,18
44007012000,1990,6641,6641,0.974401,0.008583,13,92,8,0.011293,2566,0.745757,0.187946,1251,4949,0.036082,0.031956,1823,114925045,44787.62471,56,221,267,235,512,493,59,207,250,274,365,209,2652,92,699,1861,510,212992500,80,86,98,564,32,94,21
44007012102,1990,4187,4187,0.972295,0.006449,14,54,21,0.011464,1730,0.560266,0.33478,481,2923,0.066217,0.035838,1146,58300312,33699.60231,49,207,226,191,259,155,40,178,235,224,189,105,1875,117,792,966,510,90640000,55,0,66,523,76,150,35
44007012103,1990,1855,1855,0.97035,0.008625,0,32,4,0.007008,827,0.651242,0.236456,259,1346,0.089147,0.071342,452,26833827,32447.19105,23,90,100,70,117,153,16,69,76,89,70,65,899,69,467,362,430,37326851,22,8,19,396,75,31,6
44007012104,1990,4827,4827,0.970789,0.008908,0,85,12,0.007251,2152,0.651702,0.236391,674,3504,0.089724,0.072026,1176,69823726,32445.96933,61,235,262,183,306,398,43,181,199,233,183,170,2341,180,1216,944,1119,97127400,58,22,50,396,196,81,15
44007012200,1990,5696,5696,0.99684,0,10,0,6,0.008427,1894,0.727052,0.21791,633,3961,0.056356,0.04699,1565,93214674,49215.77297,30,177,212,313,256,201,69,200,182,318,199,124,1988,66,163,1757,0,260736801,65,49,179,585,9,15,0
44007012300,1990,6433,6433,0.98974,0.00342,0,0,42,0.009171,2402,0.71907,0.203398,733,4420,0.043977,0.032473,1900,94520940,39350.93256,65,241,329,256,327,210,58,239,250,314,269,121,2475,77,575,1820,168,201424965,71,17,117,520,33,94,0
44007012401,1990,7116,7116,0.98679,0.004918,26,30,5,0.002108,2603,0.669978,0.27146,575,5097,0.044914,0.056089,1919,95807985,36806.75567,66,206,305,317,437,416,67,244,296,302,315,172,2673,87,567,2020,338,234424519,104,49,171,536,81,52,11
44007012402,1990,2380,2380,0.99916,0.00042,1,1,1,0.00084,883,0.685302,0.258341,200,1665,0.053217,0.079275,698,34126606,38648.47792,20,102,123,61,187,64,45,94,80,131,136,58,1019,47,217,757,22,84722472,47,24,35,442,26,41,1
44007012500,1990,4945,4945,0.988878,0.001213,0,49,0,0.015976,2101,0.638627,0.288627,383,3599,0.063848,0.099952,1277,57758808,27491.10328,35,180,215,237,383,336,31,171,244,174,222,140,2253,114,1149,990,737,111522500,56,38,109,346,202,124,19
44007012601,1990,3662,3662,0.985254,0.003823,0,24,18,0.028127,526,0.315984,0.136803,263,997,0.077078,0.04943,415,28341720,53881.59696,416,687,64,63,50,38,433,821,74,69,37,26,551,22,92,439,80,55835574,1,12,64,530,1,34,0
44007012602,1990,6347,6347,0.994958,0.005199,0,4,2,0.00583,2402,0.698221,0.232796,917,4393,0.039198,0.04746,1767,98244412,40901.08743,85,227,313,231,339,344,57,235,274,247,238,171,2482,77,714,1697,362,197466456,38,23,71,430,139,102,10
44007012701,1990,4633,4633,0.990719,0.006691,0,12,0,0.002806,1511,0.649135,0.254098,848,3024,0.041423,0.040371,1272,75769492,50145.26274,54,128,172,160,186,276,82,110,127,142,126,86,1514,44,192,1278,174,202250500,10,12,95,707,37,26,20
44007012702,1990,4584,4584,0.989965,0.002836,0,31,0,0.004581,1703,0.626738,0.27456,913,3236,0.046328,0.032296,1273,80990037,47557.27364,71,111,83,261,217,139,48,139,124,209,175,76,1795,36,219,1539,164,214666266,60,24,164,507,24,17,7
44007012801,1990,4443,4443,0.995048,0,0,21,0,0.009453,1562,0.691891,0.232202,605,3140,0.05993,0.044814,1214,70639007,45223.43598,38,113,75,185,231,416,60,138,88,163,170,151,1608,44,428,1134,263,157372281,26,30,77,526,52,54,4
44007012802,1990,2308,2308,0.996101,0,9,0,0,0,841,0.669399,0.250911,377,1605,0.053902,0.020214,700,36408721,43292.17717,19,62,75,143,128,114,37,87,86,105,109,73,910,13,178,719,20,98455297,39,0,67,542,0,19,0
44007012803,1990,3782,3782,0.982285,0.001586,0,61,0,0.004759,1337,0.673339,0.242702,538,2592,0.070835,0.017203,1077,62501290,46747.41212,88,93,73,153,157,99,57,103,133,93,133,70,1331,48,114,1168,9,149315405,58,52,18,408,10,1,0
44007012900,1990,5522,5522,0.996559,0,0,12,7,0.010503,2031,0.555035,0.322404,507,3530,0.060446,0.06647,1493,66851262,32915.44165,79,170,223,279,304,258,74,164,208,312,179,145,2171,164,823,1184,285,117587500,34,67,151,439,114,101,44
44007013001,1990,3223,3223,0.989761,0.001862,20,7,0,0.004344,975,0.571094,0.280361,383,2048,0.057512,0.022564,818,42237766,43320.78564,36,85,124,196,62,116,19,89,105,170,70,54,1083,104,89,890,0,102767500,29,31,111,524,0,25,10
44007013002,1990,7483,7483,0.992249,0.000668,7,44,0,0.002806,2285,0.602413,0.302212,753,4785,0.06576,0.023632,1939,101986341,44632.97199,70,231,301,384,204,332,89,209,299,327,197,112,2496,170,351,1976,55,216366946,43,51,127,513,39,37,18
44007013101,1990,4156,4156,0.995669,0,17,0,0,0.000481,1410,0.653746,0.262487,537,2603,0.089008,0.037589,1134,57382231,40696.61773,54,118,195,203,123,92,71,112,142,194,95,44,1594,181,209,1202,15,144536694,56,67,67,496,23,39,0
44007013102,1990,5075,5075,0.991724,0.002956,1,31,0,0.005714,1731,0.701499,0.22187,835,3254,0.036564,0.062969,1405,78189151,45169.93125,96,157,137,304,147,114,86,162,121,277,126,60,1869,148,195,1528,46,190397893,59,37,110,477,48,10,10
44007013201,1990,4341,4341,0.986178,0.001613,0,49,4,0.005298,1498,0.645551,0.220853,789,2889,0.060105,0.035381,1208,79552346,53105.70494,42,133,135,215,154,124,63,129,135,170,134,88,1560,54,200,1305,38,191006670,24,25,115,519,10,20,6
44007013202,1990,5452,5452,0.98606,0.001284,0,61,5,0.004952,1880,0.645339,0.220805,990,3630,0.060373,0.035638,1517,99909772,53143.49575,53,167,169,270,193,156,78,162,170,213,168,110,1959,68,251,1638,46,239882349,29,30,144,519,11,24,6
44007013300,1990,4320,4320,0.995602,0.003241,7,1,1,0.000463,1479,0.649712,0.214984,686,2819,0.05601,0.03854,1207,68123823,46060.73225,42,108,166,197,107,107,68,97,106,216,134,61,1527,54,197,1281,47,119214806,41,46,102,385,8,18,11
44007013400,1990,4420,4420,0.970136,0.009955,47,41,0,0.013575,1790,0.60948,0.266843,1099,3120,0.059815,0.043575,1130,85356478,47685.18324,20,140,195,189,231,247,44,149,177,181,155,98,1878,79,700,1099,223,157125000,35,12,43,533,36,64,33
44007013500,1990,4660,4660,0.887983,0.068026,52,83,70,0.049142,1875,0.581153,0.291503,750,3052,0.068639,0.063467,1128,66057829,35230.84213,56,160,207,254,248,206,41,167,165,245,195,59,2011,127,855,1029,439,94387500,27,29,46,511,152,124,0
44007013600,1990,2956,2956,0.945535,0.01387,0,65,55,0.026387,1139,0.688881,0.190511,283,1992,0.071776,0.077261,799,38626655,33912.77875,26,103,82,182,147,103,20,121,102,158,101,73,1200,46,349,805,117,78822500,46,37,29,507,43,72,9
44007013701,1990,4075,4075,0.95362,0.029202,0,53,17,0.029448,1712,0.62622,0.247692,503,2830,0.087539,0.060164,1088,55646290,32503.67407,44,143,201,247,215,209,50,122,149,246,156,96,1724,46,654,1024,107,97218773,83,35,46,534,88,90,39
44007013702,1990,2802,2802,0.976089,0,0,67,0,0.018558,1188,0.691358,0.206404,399,1978,0.027097,0.036195,834,41825919,35207.00253,48,58,148,154,171,153,43,92,107,131,134,76,1207,46,367,794,19,73342500,50,37,36,531,59,83,24
44007013800,1990,4969,4969,0.981686,0.004025,8,63,0,0.006037,2065,0.670805,0.212329,758,3523,0.052133,0.054722,1424,73940836,35806.70024,65,189,172,248,298,320,33,154,195,194,230,151,2108,52,664,1392,377,148927500,61,48,90,612,64,78,57
44007013900,1990,3182,3182,0.96763,0.008485,12,40,21,0.043683,1488,0.724714,0.192471,803,2514,0.054054,0.03293,942,57016085,38317.26143,27,85,119,97,315,274,12,90,99,81,215,124,1537,53,544,938,372,123026668,33,21,54,558,110,118,13
44007014000,1990,5841,5841,0.96302,0.003938,18,158,14,0.016949,2462,0.687341,0.23395,698,4260,0.054,0.078798,1713,84574085,34351.78107,43,186,149,310,441,421,93,194,230,261,312,202,2490,66,656,1766,189,175834110,100,16,80,522,140,73,9
44007014100,1990,4342,4342,0.934592,0.008982,0,225,19,0.025334,1846,0.577057,0.319701,235,2932,0.080332,0.130011,1173,51667444,27988.86457,70,201,190,177,315,317,46,166,188,191,188,123,1953,85,1037,831,322,54599638,58,14,40,438,131,107,9
44007014200,1990,5426,5426,0.791928,0.134906,71,71,258,0.10247,812,0.455614,0.320776,373,3949,0.043038,0.044335,569,37673206,46395.57389,40,152,201,131,146,184,255,720,742,625,130,108,831,26,209,598,144,63633332,14,39,70,625,15,19,9
44007014300,1990,4952,4952,0.973748,0.004241,1,111,1,0.011712,2047,0.74253,0.175249,1156,3731,0.058845,0.059111,1520,109097587,53296.32975,45,151,142,235,364,285,68,154,174,147,312,157,2120,90,520,1512,500,252808757,72,71,163,638,31,87,30
44007014400,1990,3920,3920,0.989031,0,7,36,0,0.001276,1663,0.711094,0.200315,1058,3067,0.078618,0.039086,1248,81257497,48861.99459,22,106,88,158,319,232,59,120,101,114,276,147,1736,79,372,1285,491,188655000,70,50,107,720,64,54,26
44007014501,1990,3496,3496,0.988844,0.002002,2,27,0,0.006293,1285,0.615502,0.264571,611,2408,0.044699,0.037354,993,60452019,47044.37276,40,102,139,153,198,147,30,96,119,136,137,63,1340,36,317,984,163,151167525,32,47,90,474,35,28,7
44007014502,1990,4192,4192,0.988788,0.002385,5,35,0,0.006918,1544,0.616187,0.264953,735,2889,0.046773,0.03886,1192,72411695,46898.76619,53,124,168,187,240,178,39,117,146,166,167,79,1610,48,382,1183,198,181081842,43,58,111,474,47,37,12
44007014600,1990,4628,4628,0.971046,0.005402,16,94,1,0.002593,1531,0.562016,0.256975,835,3097,0.025732,0.031352,1318,100353770,65547.85761,49,113,230,210,192,119,34,124,147,258,163,75,1566,37,130,1401,7,230318379,16,48,147,617,7,1,0
44007014700,1990,7061,7061,0.973941,0.013029,41,17,35,0.016712,3039,0.605672,0.304571,575,5042,0.095588,0.120763,1926,90464992,29768.01316,63,285,348,339,532,426,37,246,284,326,362,244,3164,103,1708,1353,671,98966435,47,49,61,475,232,178,20
44007014800,1990,5166,5166,0.999032,0.000968,0,0,0,0.006581,1911,0.627491,0.264335,542,3709,0.042589,0.050759,1522,81915437,42865.22083,77,201,228,249,271,243,79,189,223,211,282,55,2050,151,414,1485,346,175622500,65,38,94,619,52,68,23
44007015000,1990,4602,4602,0.925033,0.011734,31,65,195,0.065841,1767,0.599481,0.31801,316,2920,0.07406,0.067346,1210,60886161,34457.36333,72,191,253,249,221,132,59,220,230,217,154,72,1831,104,729,997,158,71029936,35,18,22,468,89,103,21
44007015100,1990,4832,4832,0.630588,0.101614,10,35,1249,0.155836,1740,0.476461,0.351603,58,2742,0.096254,0.172989,1187,41804276,24025.44598,123,204,170,257,224,171,75,201,205,211,176,88,1937,187,1344,406,622,12608500,16,16,7,381,258,149,3
44007015200,1990,2734,2734,0.867228,0.032553,32,15,227,0.159839,1668,0.510882,0.377625,101,2148,0.142857,0.22482,441,22940411,13753.24401,28,57,141,66,375,470,35,71,90,67,171,160,1845,158,1585,102,1429,3670000,0,0,4,242,360,77,8
44007015300,1990,2291,2291,0.934526,0.047141,6,0,36,0.089044,979,0.505806,0.327915,144,1554,0.115593,0.105209,575,25724263,26276.06027,33,87,143,107,84,116,17,107,144,127,86,53,1048,74,633,341,308,8978485,5,7,10,410,123,101,5
44007015400,1990,2198,2198,0.901729,0.030937,30,0,118,0.075523,821,0.485386,0.367954,95,1226,0.102041,0.135201,632,24071607,29319.86236,37,146,102,118,65,49,18,103,155,84,25,37,927,55,719,153,233,2586284,6,5,5,475,87,107,12
44007015500,1990,4288,4288,0.958722,0.01166,6,0,121,0.053638,1572,0.623243,0.274096,195,2774,0.093224,0.057888,1138,56572319,35987.48028,64,174,219,203,189,127,67,130,251,198,185,50,1761,88,787,886,163,55530000,34,15,25,476,184,74,0
44007015600,1990,2375,2375,0.984,0.003368,8,0,22,0.014316,1101,0.597248,0.304128,168,1660,0.05659,0.058129,645,30558177,27754.92916,54,87,149,120,164,93,36,100,119,93,125,57,1081,63,555,463,110,25828716,24,0,5,410,62,51,0
44007015700,1990,3911,3911,0.975454,0.023268,0,5,0,0.030171,1586,0.654402,0.243936,364,2819,0.068448,0.043506,1177,53374410,33653.47415,60,111,134,186,275,167,32,106,168,150,202,108,1584,31,362,1191,41,108412500,35,18,74,446,39,44,12
44007015800,1990,3754,3754,0.993607,0,0,24,0,0,1535,0.68603,0.247662,289,2680,0.054545,0.06645,1084,48948816,31888.47948,37,139,178,179,223,182,62,99,196,131,187,98,1578,49,500,1029,55,90242500,94,12,70,460,63,58,7
44007015900,1990,2864,2864,0.976955,0.005587,0,4,44,0.017807,1158,0.640357,0.304542,253,1939,0.090515,0.071675,794,35470791,30631.08031,11,133,150,171,137,171,38,118,121,147,105,57,1280,61,589,629,135,45000090,45,9,14,453,85,74,21
44007016000,1990,3544,3544,0.919582,0.028217,1,1,185,0.073081,1604,0.475881,0.357143,422,2317,0.123481,0.078554,843,44497804,27741.77307,86,173,244,152,178,111,41,165,181,259,120,62,1676,120,1249,308,699,7291426,3,2,2,456,155,131,35
44007016100,1990,4543,4543,0.717808,0.104777,18,12,776,0.167731,1792,0.443735,0.37371,151,2697,0.120076,0.118862,1100,44174014,24650.67746,78,276,178,307,109,115,98,155,335,263,92,57,1991,179,1442,370,494,9990000,7,8,12,419,261,179,18
44007016300,1990,3246,3246,0.964572,0.008934,1,47,38,0.020949,1314,0.616195,0.256419,472,2319,0.045755,0.047945,932,51680521,39330.68569,34,104,169,165,210,140,28,110,130,179,159,92,1358,38,371,950,114,91647731,44,25,47,505,63,32,8
44007016400,1990,5045,5045,0.69336,0.080278,8,55,1079,0.093558,1841,0.533508,0.311504,250,3020,0.113422,0.130364,1257,51330381,27881.79305,53,267,322,244,149,203,102,249,278,254,124,92,2033,164,1340,529,401,14630000,11,4,4,441,250,249,9
44007016500,1990,3911,3911,0.93889,0.040655,8,18,53,0.030938,1680,0.588284,0.25349,1191,2877,0.034529,0.073214,1051,73931381,44006.77441,32,110,213,184,212,217,24,112,181,209,117,112,1782,83,796,903,357,105137210,16,26,60,466,161,67,16
44007016600,1990,1843,1843,0.810635,0.081932,0,29,169,0.110147,675,0.56582,0.327367,113,1228,0.10636,0.087407,480,19137674,28352.10963,32,53,77,86,89,148,13,39,81,140,30,61,720,50,368,302,173,16447500,10,4,5,461,78,60,14
44007016700,1990,3360,3360,0.917857,0.039286,18,25,101,0.104167,1438,0.529974,0.289855,298,2167,0.060254,0.095271,832,43385116,30170.45619,23,186,160,218,148,113,47,153,205,169,128,27,1574,134,1090,350,547,16221468,5,10,4,454,103,112,0
44007016800,1990,2948,2948,0.979986,0.009837,0,28,0,0.013908,1192,0.645288,0.261913,320,2107,0.058223,0.026007,808,43165928,36213.02685,21,87,152,143,234,102,43,120,136,105,155,68,1270,41,327,900,110,83687081,18,4,56,473,22,49,0
44007016900,1990,2152,2152,0.98513,0.003253,0,0,22,0,870,0.775996,0.15792,512,1623,0.056424,0.027586,654,45863848,52717.06667,13,75,60,69,156,186,46,36,59,99,137,79,882,26,175,679,23,86634963,44,19,28,495,13,7,0
44007017000,1990,4113,4113,0.963773,0.010941,5,29,70,0.021639,1662,0.665635,0.262384,411,3043,0.050267,0.039711,1182,57741197,34741.99579,34,121,150,186,309,279,68,109,161,180,217,126,1725,58,465,1202,332,100898708,34,31,41,579,41,89,14
44007017100,1990,4280,4280,0.950234,0.025,14,35,62,0.065654,1671,0.622043,0.296427,281,2867,0.054841,0.054458,1188,51880448,31047.54518,34,157,197,217,210,152,86,135,185,196,186,84,1813,148,734,935,275,58718243,42,34,21,454,93,49,1
44007017300,1990,3502,3502,0.971159,0.018846,6,15,14,0.007139,1358,0.631304,0.245695,430,2300,0.066837,0.050074,931,53407823,39328.29381,52,127,212,132,169,126,49,131,164,168,102,75,1452,104,762,586,229,61927500,6,19,53,512,58,128,43
44007017400,1990,4215,4215,0.877106,0.065006,19,126,99,0.065955,1543,0.490516,0.348116,106,2394,0.125139,0.216461,1150,38922544,25225.23914,33,208,209,170,183,205,37,158,139,188,108,75,1663,123,1105,435,681,26479500,37,7,6,360,214,53,8
44007017500,1990,3281,3281,0.980189,0.003657,0,39,14,0.002438,1368,0.658298,0.272579,182,2236,0.067328,0.046784,935,48995881,35815.70249,44,156,202,103,214,127,23,142,187,132,111,76,1417,88,673,656,181,47047500,35,0,18,486,86,120,6
44007017600,1990,2882,2882,0.785913,0.076683,0,282,114,0.030187,991,0.567238,0.297524,84,1608,0.19278,0.152371,718,26491274,26731.86075,44,151,139,157,58,48,41,157,117,160,86,18,1148,114,760,274,196,12752500,6,0,6,476,157,73,9
44007017700,1990,3606,3606,0.995286,0.004714,0,0,0,0.006378,1395,0.689363,0.242256,262,2507,0.102743,0.039427,1093,51236464,36728.64803,46,132,148,129,203,131,50,133,161,149,160,77,1466,60,512,895,122,75299428,12,4,44,460,54,97,6
44007017800,1990,2821,2821,0.930521,0.015952,0,119,32,0.019142,1091,0.520937,0.334614,127,1858,0.089971,0.122823,638,29783474,27299.2429,46,132,153,111,158,235,28,116,154,133,103,78,1176,80,798,298,388,14985000,16,3,9,445,80,102,6
44007017900,1990,3535,3535,0.936634,0.019236,13,119,24,0.010184,1508,0.430392,0.444375,222,2240,0.121444,0.126658,837,39855772,26429.55703,64,153,185,161,166,213,33,150,238,181,96,69,1648,122,1261,265,672,7260000,0,0,8,448,155,122,13
44007018000,1990,2922,2922,0.853183,0.02293,19,308,35,0.032854,1646,0.508842,0.355828,82,2210,0.163303,0.168287,585,26355013,16011.55103,14,118,76,66,315,384,62,72,87,143,195,135,1741,124,1508,109,1092,3014000,0,0,0,262,249,64,0
44007018100,1990,2922,2922,0.910678,0.073922,45,0,0,0.061944,1136,0.525188,0.307143,60,1738,0.085061,0.112676,746,28929640,25466.23239,35,184,175,104,142,114,44,141,141,134,92,69,1311,103,987,221,619,9290000,19,7,0,490,184,158,7
44007018200,1990,2357,2357,0.983029,0.007213,0,0,23,0.009758,1003,0.504121,0.352564,110,1460,0.070239,0.088734,650,29456099,29367.99502,40,145,131,77,122,52,32,149,101,130,77,35,1067,74,746,247,403,7762500,12,0,0,484,76,113,23
44007018300,1990,1703,1703,0.920141,0.050499,0,45,5,0.051086,746,0.466623,0.41573,65,1101,0.105474,0.223861,452,17247403,23119.84316,48,58,102,83,80,89,7,33,67,98,69,32,782,42,589,151,344,4717500,7,4,0,408,89,52,7
44007018400,1990,7126,7126,0.959304,0.013612,0,28,165,0.032136,2601,0.606755,0.247437,707,4720,0.039595,0.116109,2017,87304525,33565.75356,135,253,263,260,358,456,90,204,256,215,265,188,2681,94,1174,1413,997,163871303,39,44,99,385,139,179,0
44007018500,1990,2945,2945,0.982003,0.006452,5,31,0,0.009508,1116,0.612333,0.326361,156,2014,0.09343,0.039427,860,41712702,37376.97312,13,100,112,158,153,76,52,104,96,164,119,50,1165,41,457,671,186,63555564,35,14,45,521,38,100,8
44007000101,2000,4970,4970,0.569618,0.213682,35,298,744,0.238632,1278,0.625271,0.17642,246,2283,0.136,0.204225,995,43292300,33875.03912,384,214,201,203,111,63,524,207,185,165,145,18,1342,63,617,662,39,48497500,36,22,105,565,139,63,58
44007000102,2000,5016,5016,0.398126,0.256978,22,538,1170,0.380582,1721,0.58409,0.302853,480,2844,0.076627,0.174898,1236,74887000,43513.65485,165,158,145,153,147,102,90,181,115,161,124,69,1846,123,846,877,166,68177500,11,57,67,540,132,110,33
44007000200,2000,6989,6989,0.249392,0.277722,390,738,2177,0.57519,2117,0.521847,0.278432,459,3825,0.097368,0.2735,1567,79198600,37410.76996,101,230,308,221,181,234,73,305,185,192,138,78,2317,192,1545,580,569,31535000,12,0,33,476,246,266,19
44007000300,2000,6834,6834,0.271437,0.280363,41,736,2286,0.540972,2190,0.341397,0.345267,434,3690,0.105723,0.315982,1520,70582900,32229.6347,112,265,262,243,164,101,146,227,215,253,108,122,2469,275,1691,503,612,22390000,0,10,26,500,341,412,10
44007000400,2000,3660,3660,0.179508,0.343716,79,211,1455,0.606831,1038,0.429516,0.367899,125,1733,0.142397,0.354528,837,39517000,38070.32755,80,175,111,114,56,62,28,138,91,123,73,6,1172,130,729,313,68,24805000,7,7,15,350,164,80,17
44007000500,2000,2728,2728,0.135997,0.372067,107,85,1150,0.510264,956,0.530363,0.339117,65,1498,0.123212,0.293933,681,23675700,24765.37657,56,108,106,84,113,83,46,118,54,34,32,14,932,83,568,281,150,9172500,15,16,0,396,167,72,5
44007000600,2000,1539,1539,0.259909,0.474334,13,59,330,0.277453,399,0.491141,0.319631,120,753,0.246689,0.280702,310,12368830,30999.57394,62,42,72,37,36,26,111,69,55,22,44,14,540,66,303,168,78,6702036,0,0,13,532,41,66,15
44007000700,2000,2804,2804,0.385164,0.375535,34,121,513,0.408345,1060,0.438541,0.283902,124,1562,0.162857,0.329245,485,16731509,15784.44245,44,175,36,115,103,109,13,69,70,88,55,88,1155,67,1018,68,664,5427380,0,0,10,267,194,62,7
44007000800,2000,2745,2745,0.729326,0.128597,4,193,194,0.102368,1426,0.344196,0.168803,549,1551,0.16527,0.274194,232,51486762,36105.7237,310,330,59,55,123,152,265,244,85,98,102,87,1600,179,1393,29,1510,367580,0,0,2,472,261,101,116
44007000900,2000,2462,2462,0.704712,0.118197,1,190,249,0.279448,998,0.346057,0.204279,264,1315,0.140065,0.263527,357,23098131,23144.41984,155,290,114,71,81,140,107,219,141,66,71,57,1149,144,877,129,448,13629951,12,12,4,460,150,123,16
44007001000,2000,2743,2743,0.51841,0.181188,8,132,678,0.40977,1198,0.408594,0.282813,252,1693,0.079848,0.287145,544,31686253,26449.29299,53,114,107,108,91,112,52,130,100,96,70,53,1383,134,1038,208,617,5754986,11,0,6,443,156,128,4
44007001100,2000,2502,2502,0.65028,0.150679,10,47,443,0.296163,1122,0.351375,0.342784,278,1465,0.065476,0.184492,495,39022693,34779.58378,20,168,139,95,45,68,37,232,181,93,50,67,1271,199,879,194,295,5349383,0,0,7,534,167,144,42
44007001200,2000,2675,2675,0.238505,0.333832,45,89,1010,0.533832,888,0.468763,0.293339,262,1300,0.167689,0.272523,639,23984200,27009.23423,56,138,94,157,42,35,71,93,49,98,70,66,954,64,761,129,310,3837500,5,0,0,366,152,80,11
44007001300,2000,4980,4980,0.396185,0.12249,108,805,1484,0.46004,1664,0.417104,0.343176,417,2642,0.101335,0.291466,1026,51268628,30810.47356,98,202,249,201,158,123,136,365,214,245,87,73,1815,159,1268,388,384,10071784,0,0,0,510,334,135,24
44007001400,2000,6531,6531,0.248048,0.203032,169,1095,2321,0.552442,1914,0.438692,0.3578,211,3323,0.172275,0.320794,1364,49660407,25945.87618,125,176,240,232,112,111,185,261,281,243,114,85,2084,171,1498,415,415,25944536,7,9,48,472,287,189,22
44007001500,2000,2963,2963,0.470807,0.200135,0,518,457,0.221397,1049,0.535701,0.349689,249,1792,0.072812,0.162059,761,45923700,43778.551,69,107,81,100,90,98,51,92,114,143,31,45,1084,41,450,593,48,44267500,39,26,66,613,37,73,20
44007001600,2000,7553,7553,0.513968,0.130147,118,362,2208,0.475308,2446,0.37476,0.429963,397,4094,0.107646,0.228945,1799,77858165,31830.81153,49,316,407,461,161,173,118,343,372,260,101,98,2729,277,1640,812,234,25136180,32,7,46,562,290,223,81
44007001700,2000,3312,3312,0.705918,0.070048,51,111,580,0.282005,1325,0.46771,0.391478,214,2077,0.14726,0.255094,844,40592100,30635.54717,87,88,163,144,117,165,28,172,141,146,76,89,1453,133,814,506,98,19697500,7,13,33,542,139,98,28
44007001800,2000,6341,6341,0.475162,0.112285,127,398,2089,0.491405,2076,0.495355,0.401751,518,3342,0.146695,0.30395,1514,78727669,37922.76927,117,290,271,271,140,138,100,151,281,244,207,65,2313,216,1328,767,509,49658675,34,38,65,435,204,176,15
44007001900,2000,5128,5128,0.531201,0.146451,15,416,1228,0.554797,1759,0.421865,0.368616,95,2651,0.110695,0.437749,1146,46550147,26463.98351,70,344,103,264,84,134,43,333,201,282,24,86,2078,315,1420,346,555,7335014,1,7,11,436,289,156,39
44007002000,2000,4634,4634,0.65451,0.148036,56,160,697,0.323047,1854,0.466242,0.434136,332,2846,0.112423,0.285329,1139,54198060,29233.04207,50,214,241,218,174,267,86,107,137,127,96,126,1942,92,1175,673,633,44881590,36,30,48,403,227,171,26
44007002101,2000,2778,2778,0.674586,0.132829,59,95,380,0.283297,1041,0.525346,0.320276,251,1745,0.090328,0.163305,697,38945429,37411.55524,41,100,120,135,89,127,39,84,123,122,69,76,1123,81,493,548,49,38509384,13,33,45,581,91,93,19
44007002102,2000,4954,4954,0.674405,0.133024,105,169,677,0.283407,1857,0.525194,0.320413,449,3112,0.090094,0.163166,1243,69444111,37395.85945,74,178,214,241,159,227,71,150,219,218,123,135,2003,145,880,977,87,68666594,24,60,80,581,162,166,34
44007002200,2000,4735,4735,0.530517,0.163041,176,223,1052,0.431045,1590,0.441628,0.343488,325,2646,0.066367,0.246541,1103,47336100,29771.13208,54,213,262,287,66,90,46,144,225,189,77,63,1789,196,1191,402,129,6965000,13,0,28,531,264,172,55
44007002300,2000,5561,5561,0.793742,0.082,52,118,521,0.13235,2158,0.414472,0.28225,1183,3527,0.08926,0.08063,1147,99077100,45911.53846,42,455,218,232,193,452,50,488,218,220,159,190,2294,120,1103,1071,246,88500000,40,25,50,646,128,210,76
44007002400,2000,7844,7844,0.920066,0.048955,5,125,117,0.054819,2177,0.562804,0.221026,1212,3883,0.137095,0.067065,1479,129387860,59434.01929,1109,798,173,204,338,431,540,472,183,194,193,229,2220,72,448,1702,46,168981522,69,111,116,611,50,84,16
44007002500,2000,2627,2627,0.456414,0.139703,17,478,569,0.357061,920,0.468841,0.253032,244,1376,0.118343,0.186957,551,26432575,28731.05978,52,207,123,132,33,16,74,117,143,103,51,16,1100,143,781,178,124,4936170,2,6,9,508,134,96,17
44007002600,2000,3727,3727,0.441374,0.191843,44,580,743,0.357392,1374,0.494039,0.320442,226,1906,0.076314,0.315138,821,38046778,27690.52256,85,177,164,196,99,89,74,285,84,141,94,46,1562,205,1078,279,287,7445449,0,5,11,461,201,173,36
