AREAKEY,YEAR,TRCTPOP8,SHR8D,SHRWHT8,SHRBLK8,SHRAMI8N,SHRAPI8N,SHROTH8N,SHRHSP8,NUMHHS8,SMHSE8,LCLMV8,EDUC168,EDUCPP8,UNEMPRT8,WELFARE8,FAVINC8D,AVHHIN8N,AVHHIN8,FEM198A,FEM248,FEM298,FEM348,FEM748,FEM758,MEN198A,MEN248,MEN298,MEN348,MEN748,MEN758,TOTHSUN8,VACHU8,RNTOCC8,OWNOCC8,TTUNIT58,AGGVAL8,M35PI108,M35PI208,M35PIX8,MDGRENT8,R35PI108,R35PI208,R35PIX8
44007014300,2010,4716,4629,0.929574422,0.015554115,18,157,0,0,2110,0.941,0.038,1101,3658,0.079,0.022,1290,189152100,89645.545,15,61,261,39,220,468,0,52,88,65,216,298,2184,74,584,1526,456,485975000,122.5,132,186,1029,21,48,438
44007014400,2010,3693,3958,0.933552299,0,0,156,84,0.044,1692,0.881,0.059,1327,2992,0.058,0.005,1122,137338300,81169.208,70,141,88,0,241,359,8,79,232,69,266,202,1783,91,460,1232,533,394260000,64,82,127,1357,56,79,214
44007014501,2010,5179,5160,0.983914729,0,17,42,11,0.027,1683,0.979,0.015,1595,3312,0.049,0,1426,212814000,126449.198,39,51,35,144,170,118,38,210,113,111,99,84,1693,10,75,1608,0,704477500,125.5,145,149,1479,0,0,24
44007014502,2010,4096,3947,0.940714467,0.019761844,0,64,78,0.05,1922,0.875,0.095,721,2990,0.096,0,1020,109542600,56994.069,36,154,103,78,221,285,43,42,111,116,170,156,1949,27,837,1085,332,284675000,73.5,47,262,746,20,99,320
44007014600,2010,6991,6949,0.935818103,0.001151245,174,264,0,0.008,2351,0.921,0.05,1872,4507,0.068,0.014,1958,227109900,96601.404,7,222,38,158,173,140,92,169,37,150,216,214,2414,63,254,2097,31,875485000,162,174,353,1131,0,0,104
44007014700,2010,7344,6413,0.750662716,0.041946047,30,219,970,0.218,2753,0.858,0.111,844,4402,0.142,0.028,1680,129072500,46884.308,73,181,179,254,317,398,194,275,212,190,197,219,3072,319,1514,1239,519,286052500,94.5,136,241,945,82,211,848
44007014800,2010,5591,5626,0.896907216,0.018663349,0,192,181,0.09,2179,0.887,0.069,1067,4135,0.123,0.009,1468,151540400,69545.847,53,190,203,215,200,434,28,108,183,167,191,358,2291,112,694,1485,441,377415000,181.5,75,100,1115,32,115,136
44007015000,2010,4470,4782,0.609368465,0.214345462,10,133,524,0.145,1748,0.886,0.113,438,3259,0.07,0.037,1255,86728400,49615.789,76,217,181,288,139,167,37,190,178,217,86,85,1846,98,776,972,131,209422500,64,116,196,841,38,180,198
44007015100,2010,4472,4686,0.294067435,0.344643619,26,121,1279,0.276,1816,0.86,0.129,339,2963,0.146,0.053,1065,62908200,34641.079,61,284,112,142,113,209,101,16,235,160,120,65,1979,163,1314,502,661,129767500,40.5,60,82,673,249,178,216
44007015200,2010,2421,2172,0.502302026,0.190607735,0,148,349,0.286,1381,0.768,0.169,247,1746,0.062,0.016,352,27371200,19819.841,24,15,38,47,272,220,0,0,0,81,93,111,1660,279,1257,124,1291,35362500,0,10,74,296,175,118,56
44007015300,2010,2355,2532,0.457345972,0.341627172,21,0,365,0.216,870,0.705,0.243,222,1435,0.19,0.037,531,37134100,42682.874,38,62,121,150,71,49,20,61,127,119,65,8,1055,185,596,274,178,76825000,25.5,50,106,840,58,129,154
44007015400,2010,2258,2543,0.473063311,0.256783327,0,0,597,0.46,887,0.857,0.111,90,1447,0.138,0.05,631,34988400,39445.772,0,63,89,106,15,81,41,135,162,25,5,30,1019,132,659,228,251,59162500,18,49,80,821,100,141,134
44007015500,2010,3999,4289,0.654698065,0.177896946,0,21,444,0.161,1593,0.798,0.168,300,2612,0.108,0.044,1013,77456800,48623.227,65,261,60,84,110,149,51,175,77,138,92,77,1785,192,911,682,226,140600000,80.5,44,110,871,110,159,384
44007015600,2010,2399,2564,0.849453978,0.022230889,0,137,113,0.16,1005,0.874,0.121,215,1766,0.128,0.014,645,55076500,54802.488,19,97,113,134,85,95,60,23,82,55,67,18,1094,89,487,518,139,121912500,50,70,91,776,0,74,62
44007015700,2010,3611,3878,0.870036101,0.064724085,0,41,197,0.07,1478,0.825,0.132,758,2889,0.09,0.007,1142,102287800,69206.901,34,120,202,121,166,208,0,185,289,65,150,148,1580,102,394,1084,58,240270000,64.5,62,60,881,0,31,142
44007015800,2010,3771,4208,0.905893536,0.057984791,0,25,127,0.08,1527,0.91,0.071,517,2684,0.042,0,1126,101373800,66387.557,30,153,180,58,106,126,49,124,54,183,78,109,1623,96,509,1018,36,242322500,28.5,109,174,911,19,71,66
44007015900,2010,2976,2680,0.930970149,0.050746269,0,0,0,0.051,1202,0.961,0.039,253,2025,0.129,0.01,690,63033100,52440.183,0,70,154,65,43,98,7,45,81,102,157,91,1368,166,596,606,139,143812500,46.5,35,112,901,47,12,108
44007016000,2010,3289,3029,0.584021129,0.28458237,0,0,317,0.174,1528,0.775,0.182,285,2025,0.087,0.024,684,58802000,38482.984,17,341,106,87,154,72,10,80,121,48,34,68,1745,217,1163,365,637,97050000,28.5,41,142,842,87,273,668
44007016100,2010,4607,4599,0.420961078,0.366383997,36,41,810,0.241,1717,0.853,0.116,377,2700,0.11,0.094,1064,65525100,38162.551,95,151,261,158,110,82,91,240,102,314,60,109,2108,391,1249,468,546,120382500,52.5,58,175,751,219,225,296
44007016300,2010,2678,2737,0.858238948,0.088783339,0,22,69,0,1129,0.892,0.062,595,1845,0.068,0.044,714,79000800,69974.136,8,139,74,100,113,149,41,213,159,41,28,84,1156,27,266,863,52,192930000,38.5,67,103,714,31,29,0
44007016400,2010,4938,3900,0.403333333,0.376153846,0,71,539,0.144,1610,0.894,0.089,324,2466,0.084,0.036,1004,58331900,36230.994,60,129,185,177,86,204,23,134,224,84,120,57,2135,525,1230,380,307,88522500,6,60,165,853,113,239,456
44007016500,2010,3749,3845,0.848374512,0.082704811,0,89,143,0.049,1800,0.882,0.056,1517,3059,0.063,0,902,128604300,71446.833,0,42,122,151,162,265,56,117,123,223,111,106,1900,100,840,960,283,312507500,59,109,74,847,75,86,350
44007016600,2010,1799,1803,0.605102607,0.135330006,0,0,431,0.308,672,0.641,0.219,181,1129,0.101,0.052,453,27196900,40471.577,20,83,40,96,44,100,12,74,25,57,25,61,763,91,478,194,153,45912500,5,26,44,882,70,29,108
44007016700,2010,3109,2735,0.635466179,0.146617916,0,0,467,0.282,1312,0.81,0.13,350,1951,0.108,0.03,678,61604500,46954.649,23,118,70,70,40,135,20,52,160,63,64,61,1524,212,1030,282,472,79237500,34,9,71,813,61,180,376
44007016800,2010,3070,3145,0.736406995,0.128775835,0,289,81,0.093,1218,0.879,0.08,597,2173,0.065,0.024,764,82661800,67866.831,50,72,94,155,133,129,18,166,103,132,73,64,1274,56,362,856,166,198812500,24.5,68,57,847,18,22,158
44007016900,2010,1877,2034,0.935594887,0.018190757,0,12,82,0.005,857,0.978,0.014,416,1547,0.029,0,503,70002900,81683.664,11,76,79,26,79,152,16,35,72,10,68,122,867,10,185,672,36,195850000,59,24,84,888,0,10,82
44007017000,2010,4418,4616,0.819974003,0.092937608,0,102,208,0.044,1850,0.886,0.085,636,3461,0.084,0.032,1098,109290900,59076.162,56,108,120,127,218,355,64,154,52,174,161,220,1968,118,441,1409,301,308485000,112.5,183,173,977,54,44,126
44007017100,2010,4882,4885,0.684544524,0.12221085,0,125,683,0.223,1838,0.846,0.126,458,3127,0.135,0.043,1220,98255700,53457.943,71,121,186,252,84,188,13,150,16,247,218,75,1991,153,810,1028,338,210340000,64,66,241,826,77,100,216
44007017300,2010,3223,2983,0.792490781,0.056989608,0,320,21,0.033,1217,0.846,0.148,380,2022,0.129,0.045,798,64787100,53235.086,8,71,152,143,47,61,50,107,110,58,58,58,1418,201,708,509,269,132327500,51.5,85,84,930,62,87,274
44007017400,2010,4226,4203,0.679276707,0.091125387,12,350,464,0.309,1519,0.849,0.115,144,2459,0.092,0.145,1027,66921700,44056.419,37,200,131,125,129,71,103,145,147,142,46,92,1720,201,925,594,450,135975000,43,79,141,623,108,199,30
44007017500,2010,3128,3757,0.926004791,0.025286133,0,25,134,0.064,1394,0.893,0.097,487,2425,0.084,0.018,834,88504400,63489.527,61,80,218,73,88,156,9,76,82,116,127,125,1432,38,581,813,88,221825000,46.5,147,89,774,50,126,56
44007017600,2010,2560,2642,0.755109765,0.075321726,0,244,204,0.163,1038,0.68,0.272,144,1525,0.112,0.126,659,45405300,43743.064,30,220,130,68,66,101,0,123,131,113,40,10,1111,73,755,283,166,59537500,19.5,20,77,732,120,146,170
44007017700,2010,3518,3808,0.861607143,0.051995798,0,175,10,0.014,1488,0.937,0.034,282,2650,0.051,0.019,1033,93555900,62873.589,12,101,100,150,192,182,24,173,140,148,177,131,1560,72,500,988,97,239082500,41.5,80,234,827,0,59,96
44007017800,2010,2514,2513,0.851571827,0.036211699,0,106,171,0.095,922,0.811,0.171,205,1649,0.114,0.033,541,45004700,48812.039,13,132,146,34,114,216,51,34,142,80,80,99,1068,146,572,350,239,78687500,50,18,30,790,32,83,106
44007017900,2010,3049,3104,0.835373711,0.018685567,28,25,157,0.107,1292,0.873,0.063,239,1868,0.103,0.091,673,55441900,42911.687,11,159,90,153,146,75,0,64,110,108,53,69,1576,284,1022,270,674,68900000,11.5,16,64,737,80,36,302
44007018000,2010,2680,2566,0.795401403,0.035463757,22,292,46,0.055,1454,0.861,0.103,176,1945,0.146,0.024,434,42525800,29247.455,50,93,95,96,124,323,47,69,105,80,55,164,1754,300,1289,165,1156,0,9.5,23,17,414,155,225,70
44007018100,2010,2523,2627,0.865245527,0.076893795,0,75,77,0.208,1039,0.876,0.077,133,1624,0.02,0.065,581,45209600,43512.608,77,206,52,153,72,55,19,91,157,121,108,67,1262,223,789,250,554,51975000,6,69,50,811,61,98,176
44007018200,2010,2638,2468,0.760534846,0.047001621,0,282,146,0.077,1025,0.776,0.2,378,1504,0.064,0.032,557,54115100,52795.22,13,207,203,38,55,48,22,59,102,170,51,18,1287,262,645,380,519,75197500,9.5,27,114,974,17,30,294
44007018300,2010,1769,1537,0.834092388,0.054651919,0,78,93,0.105,632,0.792,0.175,37,975,0.182,0.054,312,17781600,28135.443,21,46,90,50,26,20,15,47,73,33,23,39,800,168,565,67,334,22125000,0,0,16,724,139,72,142
44007018400,2010,6527,5912,0.789749662,0.042794317,24,296,476,0.196,2573,0.853,0.081,759,4153,0.029,0.018,1597,134055500,52100.855,18,158,415,105,411,280,58,174,163,111,221,137,2754,181,1075,1498,788,368070000,146,214,164,625,152,70,184
44007018500,2010,2831,3562,0.912970241,0.030039304,0,46,23,0.033,1009,0.882,0.115,181,2655,0.023,0.008,789,59312600,58783.548,28,52,78,59,105,714,23,159,52,58,270,312,1130,121,380,629,87,147790000,49,17,47,869,0,8,158
